timestamp,open,high,low,close,volume,open_interest
2026-06-01 09:15:00+05:30,22760.8,22810.2,22724.5,22730.75,0,0
2026-06-01 09:16:00+05:30,22732.3,22761.4,22732.3,22757.7,0,0
2026-06-01 09:17:00+05:30,22757.9,22760.65,22734.95,22738.3,0,0
2026-06-01 09:18:00+05:30,22738.2,22751.05,22734.4,22750.85,0,0
2026-06-01 09:19:00+05:30,22750.8,22756.85,22739.75,22741.8,0,0
2026-06-01 09:20:00+05:30,22742.85,22750.95,22725.2,22727.35,0,0
2026-06-01 09:21:00+05:30,22726.8,22731.25,22718.1,22730.25,0,0
2026-06-01 09:22:00+05:30,22729.8,22730.75,22709.05,22712.1,0,0
2026-06-01 09:23:00+05:30,22711.25,22718.95,22700.4,22700.65,0,0
2026-06-01 09:24:00+05:30,22700.75,22700.75,22681.95,22694.1,0,0
2026-06-01 09:25:00+05:30,22693.7,22703.75,22683.5,22683.55,0,0
2026-06-01 09:26:00+05:30,22683.2,22700.1,22683.2,22695.75,0,0
2026-06-01 09:27:00+05:30,22696.1,22698.3,22688.35,22690.95,0,0
2026-06-01 09:28:00+05:30,22690.35,22698.7,22687.2,22690.05,0,0
2026-06-01 09:29:00+05:30,22689.2,22690.85,22672.15,22675.15,0,0
2026-06-01 09:30:00+05:30,22674.7,22686.95,22661.1,22686.95,0,0
2026-06-01 09:31:00+05:30,22685.75,22693.2,22678.85,22680.65,0,0
2026-06-01 09:32:00+05:30,22680.05,22691.1,22676.35,22690.55,0,0
2026-06-01 09:33:00+05:30,22690.8,22692.65,22683.45,22684.0,0,0
2026-06-01 09:34:00+05:30,22682.9,22687.8,22672.75,22672.85,0,0
2026-06-01 09:35:00+05:30,22672.55,22672.75,22644.8,22646.05,0,0
2026-06-01 09:36:00+05:30,22644.85,22645.2,22624.95,22625.25,0,0
2026-06-01 09:37:00+05:30,22625.6,22631.65,22614.8,22628.3,0,0
2026-06-01 09:38:00+05:30,22628.1,22642.75,22627.5,22641.9,0,0
2026-06-01 09:39:00+05:30,22642.0,22660.85,22639.5,22660.6,0,0
2026-06-01 09:40:00+05:30,22660.65,22677.8,22660.65,22668.5,0,0
2026-06-01 09:41:00+05:30,22667.95,22673.5,22665.7,22666.95,0,0
2026-06-01 09:42:00+05:30,22667.55,22669.7,22654.65,22657.15,0,0
2026-06-01 09:43:00+05:30,22657.0,22664.9,22653.4,22660.1,0,0
2026-06-01 09:44:00+05:30,22659.75,22660.8,22636.6,22639.45,0,0
2026-06-01 09:45:00+05:30,22638.85,22661.25,22638.85,22661.25,0,0
2026-06-01 09:46:00+05:30,22660.2,22665.95,22651.2,22651.7,0,0
2026-06-01 09:47:00+05:30,22650.6,22652.75,22635.15,22637.45,0,0
2026-06-01 09:48:00+05:30,22637.25,22645.45,22637.25,22639.55,0,0
2026-06-01 09:49:00+05:30,22639.1,22642.05,22631.3,22641.5,0,0
2026-06-01 09:50:00+05:30,22641.1,22659.85,22637.95,22638.8,0,0
2026-06-01 09:51:00+05:30,22639.1,22640.35,22624.7,22627.6,0,0
2026-06-01 09:52:00+05:30,22627.05,22627.4,22615.95,22617.25,0,0
2026-06-01 09:53:00+05:30,22618.2,22640.3,22618.2,22637.9,0,0
2026-06-01 09:54:00+05:30,22637.2,22640.9,22633.6,22635.4,0,0
2026-06-01 09:55:00+05:30,22635.3,22637.9,22627.6,22628.6,0,0
2026-06-01 09:56:00+05:30,22627.75,22628.6,22615.8,22615.9,0,0
2026-06-01 09:57:00+05:30,22616.2,22621.75,22608.6,22621.3,0,0
2026-06-01 09:58:00+05:30,22620.9,22630.45,22619.1,22619.1,0,0
2026-06-01 09:59:00+05:30,22618.4,22626.7,22612.1,22614.6,0,0
2026-06-01 10:00:00+05:30,22614.1,22619.1,22614.1,22616.05,0,0
2026-06-01 10:01:00+05:30,22615.55,22619.75,22603.95,22604.65,0,0
2026-06-01 10:02:00+05:30,22604.75,22607.15,22599.65,22601.5,0,0
2026-06-01 10:03:00+05:30,22601.05,22602.6,22580.45,22581.3,0,0
2026-06-01 10:04:00+05:30,22581.05,22586.1,22578.7,22578.7,0,0
2026-06-01 10:05:00+05:30,22578.5,22585.45,22576.9,22578.65,0,0
2026-06-01 10:06:00+05:30,22579.1,22591.75,22579.1,22588.75,0,0
2026-06-01 10:07:00+05:30,22588.25,22597.8,22587.45,22597.8,0,0
2026-06-01 10:08:00+05:30,22597.8,22609.05,22596.8,22600.5,0,0
2026-06-01 10:09:00+05:30,22599.8,22607.5,22594.5,22607.5,0,0
2026-06-01 10:10:00+05:30,22607.4,22612.45,22601.8,22603.9,0,0
2026-06-01 10:11:00+05:30,22603.15,22609.2,22598.6,22599.95,0,0
2026-06-01 10:12:00+05:30,22600.7,22611.25,22600.7,22604.5,0,0
2026-06-01 10:13:00+05:30,22604.45,22614.5,22603.45,22603.7,0,0
2026-06-01 10:14:00+05:30,22604.5,22607.55,22595.1,22595.15,0,0
2026-06-01 10:15:00+05:30,22595.35,22595.35,22583.5,22589.5,0,0
2026-06-01 10:16:00+05:30,22589.1,22593.5,22584.85,22588.2,0,0
2026-06-01 10:17:00+05:30,22588.25,22600.05,22588.25,22599.75,0,0
2026-06-01 10:18:00+05:30,22599.15,22601.35,22594.05,22594.9,0,0
2026-06-01 10:19:00+05:30,22594.85,22596.95,22586.55,22592.85,0,0
2026-06-01 10:20:00+05:30,22593.15,22593.15,22585.6,22587.65,0,0
2026-06-01 10:21:00+05:30,22588.25,22593.55,22587.35,22592.0,0,0
2026-06-01 10:22:00+05:30,22592.15,22603.4,22590.75,22603.4,0,0
2026-06-01 10:23:00+05:30,22603.4,22603.85,22593.35,22599.25,0,0
2026-06-01 10:24:00+05:30,22599.45,22601.55,22592.25,22594.65,0,0
2026-06-01 10:25:00+05:30,22594.4,22606.3,22594.4,22604.15,0,0
2026-06-01 10:26:00+05:30,22604.25,22610.95,22603.7,22603.7,0,0
2026-06-01 10:27:00+05:30,22603.6,22603.6,22584.2,22584.65,0,0
2026-06-01 10:28:00+05:30,22584.9,22589.4,22583.0,22588.85,0,0
2026-06-01 10:29:00+05:30,22589.45,22593.25,22587.6,22587.6,0,0
2026-06-01 10:30:00+05:30,22587.2,22590.9,22583.8,22584.85,0,0
2026-06-01 10:31:00+05:30,22584.35,22585.5,22577.9,22582.45,0,0
