datetime,open,high,low,close,volume,tradingsymbol
2026-03-02 09:15:00,1205.1,1271.9,1205.1,1271.9,3484,
2026-03-02 09:16:00,1263.8,1275.0,1256.1,1259.4,3493,
2026-03-02 09:17:00,1258.0,1261.3,1257.3,1259.3,671,
2026-03-02 09:18:00,1258.7,1258.9,1255.1,1256.5,833,
2026-03-02 09:19:00,1256.5,1257.7,1255.5,1255.7,863,
2026-03-02 09:20:00,1255.7,1259.5,1255.7,1258.2,190,
2026-03-02 09:21:00,1258.2,1258.2,1254.9,1254.9,343,
2026-03-02 09:22:00,1254.0,1255.7,1252.3,1255.7,186,
2026-03-02 09:23:00,1255.8,1255.8,1253.4,1255.4,522,
2026-03-02 09:24:00,1254.8,1256.2,1252.6,1252.6,329,
2026-03-02 09:25:00,1259.5,1259.5,1254.8,1256.4,1342,
2026-03-02 09:26:00,1255.5,1257.4,1254.6,1257.4,397,
2026-03-02 09:27:00,1259.7,1260.5,1258.6,1260.5,975,
2026-03-02 09:28:00,1260.0,1262.2,1260.0,1262.2,102,
2026-03-02 09:29:00,1262.7,1264.1,1261.4,1261.4,333,
2026-03-02 09:30:00,1261.4,1267.3,1261.4,1265.7,1170,
2026-03-02 09:31:00,1265.7,1267.2,1263.4,1263.4,324,
2026-03-02 09:32:00,1263.6,1266.7,1262.6,1266.0,723,
2026-03-02 09:33:00,1266.0,1268.1,1265.4,1268.1,538,
2026-03-02 09:34:00,1268.1,1268.8,1267.1,1268.7,293,
2026-03-02 09:35:00,1268.7,1268.7,1264.5,1266.3,1011,
2026-03-02 09:36:00,1266.3,1268.9,1266.3,1267.8,759,
2026-03-02 09:37:00,1268.3,1269.2,1267.0,1267.0,262,
2026-03-02 09:38:00,1267.0,1272.2,1267.0,1272.2,688,
2026-03-02 09:39:00,1269.2,1270.2,1269.2,1269.9,517,
2026-03-02 09:40:00,1269.9,1272.2,1269.7,1269.9,314,
2026-03-02 09:41:00,1269.9,1270.2,1268.9,1269.8,429,
2026-03-02 09:42:00,1269.8,1270.1,1269.8,1270.1,172,
2026-03-02 09:43:00,1270.5,1272.4,1270.5,1272.4,270,
2026-03-02 09:44:00,1272.4,1274.0,1272.4,1272.5,382,
2026-03-02 09:45:00,1272.5,1276.9,1272.5,1274.6,773,
2026-03-02 09:46:00,1274.6,1277.2,1274.2,1277.2,153,
2026-03-02 09:47:00,1277.2,1277.3,1275.2,1277.2,85,
2026-03-02 09:48:00,1277.2,1279.8,1277.2,1279.1,535,
2026-03-02 09:49:00,1279.0,1279.0,1278.1,1278.1,33,
2026-03-02 09:50:00,1278.6,1278.6,1276.0,1276.2,157,
2026-03-02 09:51:00,1276.7,1276.7,1275.1,1275.6,44,
2026-03-02 09:52:00,1275.6,1276.8,1274.6,1274.6,348,
2026-03-02 09:53:00,1274.6,1274.6,1272.6,1272.6,1476,
2026-03-02 09:54:00,1272.6,1276.2,1272.6,1276.2,603,
2026-03-02 09:55:00,1276.2,1276.2,1276.2,1276.2,7,
2026-03-02 09:56:00,1276.9,1277.7,1276.3,1277.7,130,
2026-03-02 09:57:00,1277.7,1279.2,1277.7,1279.2,309,
2026-03-02 09:58:00,1279.2,1283.0,1279.2,1281.3,422,
2026-03-02 09:59:00,1281.3,1281.3,1280.1,1280.4,62,
2026-03-02 10:00:00,1280.4,1281.6,1280.0,1280.0,431,
2026-03-02 10:01:00,1280.0,1281.4,1280.0,1280.2,210,
2026-03-02 10:02:00,1279.6,1280.4,1278.3,1278.3,62,
2026-03-02 10:03:00,1278.3,1279.0,1277.6,1278.6,532,
2026-03-02 10:04:00,1278.6,1279.3,1277.0,1277.9,247,
2026-03-02 10:05:00,1277.9,1277.9,1275.8,1275.8,468,
2026-03-02 10:06:00,1275.8,1277.3,1275.8,1277.3,200,
2026-03-02 10:07:00,1277.3,1278.4,1277.2,1278.4,162,
2026-03-02 10:08:00,1278.4,1278.4,1277.4,1277.4,518,
2026-03-02 10:09:00,1277.4,1279.4,1277.4,1279.4,781,
2026-03-02 10:10:00,1279.4,1279.5,1277.9,1278.9,17,
2026-03-02 10:11:00,1278.9,1279.0,1277.9,1277.9,72,
2026-03-02 10:12:00,1277.9,1278.9,1277.9,1278.9,5,
2026-03-02 10:13:00,1278.9,1282.9,1278.9,1282.3,803,
2026-03-02 10:14:00,1280.9,1282.1,1280.9,1281.7,43,
2026-03-02 10:15:00,1281.7,1283.1,1281.7,1283.1,56,
2026-03-02 10:16:00,1283.0,1284.0,1278.9,1280.1,271,
2026-03-02 10:17:00,1280.1,1281.4,1280.1,1281.4,283,
2026-03-02 10:18:00,1280.2,1281.6,1280.2,1281.6,242,
2026-03-02 10:19:00,1281.6,1282.7,1281.6,1282.7,10,
2026-03-02 10:20:00,1283.0,1283.0,1281.6,1281.7,56,
