datetime,open,high,low,close,volume
2026-03-02 09:15:00,2105.0,2140.0,2105.0,2125.9,7175
2026-03-02 09:16:00,2125.9,2128.5,2120.9,2126.0,4739
2026-03-02 09:17:00,2126.1,2130.8,2123.9,2126.5,1123
2026-03-02 09:18:00,2127.9,2127.9,2119.9,2119.9,3673
2026-03-02 09:19:00,2122.0,2126.7,2120.2,2126.7,2988
2026-03-02 09:20:00,2124.3,2138.0,2124.3,2131.8,3940
2026-03-02 09:21:00,2131.9,2133.3,2118.6,2118.6,3243
2026-03-02 09:22:00,2118.7,2120.5,2118.0,2118.9,3450
2026-03-02 09:23:00,2118.8,2119.0,2112.7,2113.0,6410
2026-03-02 09:24:00,2112.8,2115.7,2112.3,2112.9,2372
2026-03-02 09:25:00,2112.5,2112.5,2103.2,2105.6,6466
2026-03-02 09:26:00,2102.1,2102.1,2095.5,2099.1,9580
2026-03-02 09:27:00,2101.2,2104.0,2099.8,2103.6,3051
2026-03-02 09:28:00,2101.3,2102.8,2101.0,2101.3,2277
2026-03-02 09:29:00,2100.3,2101.7,2100.0,2100.1,3184
2026-03-02 09:30:00,2100.1,2112.0,2100.1,2112.0,3464
2026-03-02 09:31:00,2112.8,2119.0,2109.6,2117.1,2790
2026-03-02 09:32:00,2118.2,2118.2,2105.5,2107.2,4572
2026-03-02 09:33:00,2108.2,2109.8,2107.0,2108.9,3172
2026-03-02 09:34:00,2108.9,2109.4,2105.0,2106.1,2647
2026-03-02 09:35:00,2105.9,2108.3,2104.1,2106.2,2806
2026-03-02 09:36:00,2107.9,2108.0,2105.0,2105.0,1353
2026-03-02 09:37:00,2105.9,2109.9,2105.9,2107.0,3608
2026-03-02 09:38:00,2108.0,2111.5,2107.0,2109.8,1650
2026-03-02 09:39:00,2108.0,2108.8,2106.3,2106.3,2268
2026-03-02 09:40:00,2106.4,2109.4,2105.9,2107.8,1400
2026-03-02 09:41:00,2106.3,2110.0,2105.0,2107.7,2234
2026-03-02 09:42:00,2110.9,2116.6,2110.9,2114.9,4470
2026-03-02 09:43:00,2114.9,2124.3,2114.0,2123.0,4937
2026-03-02 09:44:00,2123.8,2125.0,2122.0,2123.4,1904
2026-03-02 09:45:00,2124.2,2124.9,2122.2,2124.7,864
