datetime,open,high,low,close,volume
2026-03-02 09:15:00,1521.0,1539.0,1500.8,1507.7,19292
2026-03-02 09:16:00,1513.4,1515.0,1511.0,1511.0,6705
2026-03-02 09:17:00,1510.0,1514.5,1510.0,1514.5,3303
2026-03-02 09:18:00,1514.4,1517.0,1513.2,1514.0,8385
2026-03-02 09:19:00,1514.7,1516.6,1510.5,1510.5,5098
2026-03-02 09:20:00,1512.8,1514.9,1509.9,1512.6,6296
2026-03-02 09:21:00,1513.7,1518.3,1513.1,1517.1,7194
2026-03-02 09:22:00,1517.0,1517.2,1511.4,1512.4,4967
2026-03-02 09:23:00,1513.0,1513.0,1507.2,1507.2,8107
2026-03-02 09:24:00,1508.4,1510.9,1508.4,1509.7,3560
2026-03-02 09:25:00,1510.6,1510.6,1505.6,1506.4,6918
2026-03-02 09:26:00,1504.1,1506.9,1504.1,1506.9,11313
2026-03-02 09:27:00,1507.5,1511.8,1507.5,1511.8,4159
2026-03-02 09:28:00,1510.6,1511.7,1508.9,1508.9,5965
2026-03-02 09:29:00,1509.2,1510.6,1504.2,1505.7,3112
2026-03-02 09:30:00,1505.6,1507.9,1505.3,1505.3,1462
2026-03-02 09:31:00,1505.3,1507.7,1505.3,1506.7,1870
2026-03-02 09:32:00,1506.7,1508.4,1505.7,1505.7,3271
2026-03-02 09:33:00,1505.7,1507.8,1505.7,1507.8,1442
2026-03-02 09:34:00,1507.7,1511.5,1507.7,1511.5,5577
2026-03-02 09:35:00,1512.3,1514.1,1511.3,1513.0,2685
2026-03-02 09:36:00,1511.9,1516.5,1511.6,1515.6,5152
2026-03-02 09:37:00,1515.6,1521.0,1515.0,1521.0,4486
2026-03-02 09:38:00,1521.0,1521.9,1517.6,1518.4,7539
2026-03-02 09:39:00,1518.4,1521.0,1517.5,1518.9,4864
2026-03-02 09:40:00,1518.9,1520.0,1518.0,1518.5,2358
2026-03-02 09:41:00,1518.3,1518.6,1516.9,1518.0,3799
2026-03-02 09:42:00,1517.6,1517.6,1512.3,1513.8,3361
2026-03-02 09:43:00,1514.0,1514.6,1512.2,1513.4,3872
2026-03-02 09:44:00,1513.4,1516.0,1513.4,1514.0,1146
2026-03-02 09:45:00,1513.0,1515.0,1512.5,1512.5,2621
2026-03-02 09:46:00,1512.2,1513.2,1510.5,1512.3,2547
2026-03-02 09:47:00,1512.3,1514.9,1511.3,1514.9,1690
2026-03-02 09:48:00,1514.8,1516.6,1513.2,1513.3,2867
2026-03-02 09:49:00,1512.9,1512.9,1510.0,1511.3,3840
2026-03-02 09:50:00,1510.8,1513.0,1508.8,1513.0,4809
2026-03-02 09:51:00,1512.0,1513.8,1511.1,1513.8,2608
2026-03-02 09:52:00,1513.8,1516.3,1509.3,1515.7,13179
2026-03-02 09:53:00,1515.2,1515.4,1509.6,1513.4,8324
2026-03-02 09:54:00,1514.0,1516.0,1514.0,1515.3,1643
2026-03-02 09:55:00,1515.3,1518.8,1514.7,1518.8,5568
2026-03-02 09:56:00,1518.8,1520.6,1517.5,1520.6,5471
2026-03-02 09:57:00,1520.0,1521.5,1520.0,1521.5,7352
2026-03-02 09:58:00,1521.5,1521.5,1520.0,1520.1,10227
2026-03-02 09:59:00,1520.5,1523.6,1520.0,1522.2,6335
2026-03-02 10:00:00,1521.9,1523.0,1521.9,1522.8,4782
2026-03-02 10:01:00,1522.8,1524.9,1522.2,1522.2,2308
2026-03-02 10:02:00,1522.6,1523.3,1522.1,1523.3,893
2026-03-02 10:03:00,1523.3,1528.2,1522.6,1525.9,18834
2026-03-02 10:04:00,1525.9,1528.7,1525.7,1526.9,16296
2026-03-02 10:05:00,1526.9,1529.4,1526.0,1526.0,4797
2026-03-02 10:06:00,1526.0,1529.6,1525.0,1528.0,11033
2026-03-02 10:07:00,1528.0,1531.6,1525.7,1526.6,9283
2026-03-02 10:08:00,1526.6,1526.6,1523.7,1525.0,2797
2026-03-02 10:09:00,1525.0,1527.4,1523.8,1523.9,2165
2026-03-02 10:10:00,1523.9,1525.1,1523.5,1523.9,791
2026-03-02 10:11:00,1524.0,1525.9,1522.4,1524.4,7080
2026-03-02 10:12:00,1524.3,1524.5,1522.3,1522.4,2918
2026-03-02 10:13:00,1522.4,1523.8,1520.2,1521.3,1135
2026-03-02 10:14:00,1521.3,1523.4,1520.9,1522.9,1818
2026-03-02 10:15:00,1524.0,1525.9,1523.9,1525.9,2026
2026-03-02 10:16:00,1526.0,1526.8,1525.5,1526.2,1007
2026-03-02 10:17:00,1526.2,1526.5,1525.7,1526.1,893
2026-03-02 10:18:00,1526.8,1530.9,1526.5,1530.9,3554
2026-03-02 10:19:00,1530.5,1531.8,1529.8,1530.9,7908
2026-03-02 10:20:00,1530.9,1530.9,1528.8,1528.8,868
2026-03-02 10:21:00,1530.0,1531.7,1530.0,1531.7,2809
2026-03-02 10:22:00,1531.2,1531.2,1529.0,1529.7,1059
2026-03-02 10:23:00,1529.6,1531.1,1529.1,1529.1,1015
2026-03-02 10:24:00,1529.0,1529.0,1526.5,1528.5,2071
2026-03-02 10:25:00,1528.8,1528.8,1527.0,1528.8,1679
2026-03-02 10:26:00,1528.2,1529.0,1527.8,1528.5,868
2026-03-02 10:27:00,1527.9,1530.0,1527.9,1528.0,634
2026-03-02 10:28:00,1528.0,1528.0,1526.5,1526.7,793
2026-03-02 10:29:00,1527.0,1527.7,1526.5,1526.6,1232
2026-03-02 10:30:00,1526.6,1527.2,1524.9,1526.2,4362
2026-03-02 10:31:00,1526.3,1531.5,1526.3,1530.3,7093
2026-03-02 10:32:00,1530.3,1530.3,1527.1,1527.7,1599
2026-03-02 10:33:00,1527.7,1530.3,1527.7,1529.6,902
2026-03-02 10:34:00,1529.6,1530.8,1528.1,1528.1,1709
2026-03-02 10:35:00,1528.1,1530.3,1528.1,1529.0,500
2026-03-02 10:36:00,1529.0,1529.7,1526.1,1527.1,1720
2026-03-02 10:37:00,1527.1,1527.7,1524.8,1526.5,2022
2026-03-02 10:38:00,1527.1,1527.7,1526.5,1526.5,548
2026-03-02 10:39:00,1527.4,1527.4,1525.1,1527.2,456
2026-03-02 10:40:00,1527.2,1527.2,1525.3,1526.9,415
2026-03-02 10:41:00,1526.9,1526.9,1525.4,1525.9,401
2026-03-02 10:42:00,1525.9,1526.1,1525.0,1525.0,433
2026-03-02 10:43:00,1525.4,1525.4,1523.3,1523.4,1066
2026-03-02 10:44:00,1522.2,1523.4,1520.8,1521.5,2700
2026-03-02 10:45:00,1521.5,1522.9,1520.9,1522.8,1637
2026-03-02 10:46:00,1522.8,1522.9,1521.1,1521.9,424
2026-03-02 10:47:00,1522.0,1522.9,1521.1,1522.4,4745
2026-03-02 10:48:00,1523.1,1523.1,1520.2,1520.7,4334
2026-03-02 10:49:00,1520.7,1521.3,1520.2,1520.8,618
2026-03-02 10:50:00,1520.8,1521.0,1515.8,1516.5,9779
2026-03-02 10:51:00,1516.5,1520.0,1515.1,1520.0,4892
2026-03-02 10:52:00,1520.0,1520.9,1518.6,1520.0,1870
2026-03-02 10:53:00,1520.0,1522.0,1520.0,1522.0,2711
2026-03-02 10:54:00,1522.0,1522.6,1522.0,1522.2,301
