datetime,open,high,low,close,volume
2026-03-02 09:15:00,1765.5,1808.8,1765.5,1796.6,13444
2026-03-02 09:16:00,1795.8,1799.0,1790.6,1796.5,11621
2026-03-02 09:17:00,1795.2,1806.2,1795.2,1805.4,7003
2026-03-02 09:18:00,1806.3,1806.6,1803.2,1804.6,1021
2026-03-02 09:19:00,1805.0,1808.6,1805.0,1808.6,2299
2026-03-02 09:20:00,1807.3,1810.8,1807.3,1810.1,1189
2026-03-02 09:21:00,1810.7,1813.4,1810.5,1811.8,2113
2026-03-02 09:22:00,1811.8,1812.3,1809.6,1811.7,153
2026-03-02 09:23:00,1811.7,1811.7,1807.7,1810.5,849
2026-03-02 09:24:00,1809.3,1811.7,1808.7,1810.2,799
2026-03-02 09:25:00,1812.7,1812.7,1810.0,1810.9,962
2026-03-02 09:26:00,1811.1,1811.9,1809.9,1811.2,1118
2026-03-02 09:27:00,1811.2,1814.0,1810.0,1814.0,307
2026-03-02 09:28:00,1814.0,1814.0,1812.0,1813.4,357
2026-03-02 09:29:00,1813.8,1816.0,1812.0,1812.0,1537
2026-03-02 09:30:00,1812.0,1815.9,1812.0,1815.9,55
2026-03-02 09:31:00,1815.9,1820.0,1815.9,1819.4,1757
2026-03-02 09:32:00,1819.0,1819.0,1813.4,1814.1,2134
2026-03-02 09:33:00,1814.1,1816.2,1811.4,1811.4,8249
2026-03-02 09:34:00,1812.0,1812.0,1810.2,1811.2,446
2026-03-02 09:35:00,1811.2,1811.6,1810.6,1811.6,276
2026-03-02 09:36:00,1810.4,1813.8,1808.9,1812.2,7015
2026-03-02 09:37:00,1812.2,1815.0,1811.7,1813.9,3947
2026-03-02 09:38:00,1817.4,1819.6,1816.1,1819.2,450
2026-03-02 09:39:00,1819.2,1819.9,1818.4,1819.4,211
2026-03-02 09:40:00,1819.4,1822.6,1819.4,1820.4,217
2026-03-02 09:41:00,1820.4,1821.1,1820.2,1820.7,172
2026-03-02 09:42:00,1820.7,1820.7,1820.0,1820.6,216
2026-03-02 09:43:00,1820.6,1821.7,1819.6,1821.3,3477
2026-03-02 09:44:00,1820.4,1823.6,1818.9,1820.3,8310
2026-03-02 09:45:00,1820.3,1821.2,1817.2,1818.7,1066
2026-03-02 09:46:00,1820.5,1822.2,1817.3,1820.0,2022
2026-03-02 09:47:00,1819.2,1824.0,1819.2,1824.0,1754
2026-03-02 09:48:00,1824.0,1827.5,1823.4,1825.5,4293
2026-03-02 09:49:00,1826.1,1826.1,1823.6,1823.6,1444
2026-03-02 09:50:00,1823.5,1824.3,1821.4,1821.4,1032
2026-03-02 09:51:00,1821.4,1822.8,1820.7,1821.6,125
2026-03-02 09:52:00,1821.6,1821.7,1820.1,1820.1,238
2026-03-02 09:53:00,1820.9,1824.2,1819.8,1824.2,1725
2026-03-02 09:54:00,1824.2,1824.3,1824.1,1824.1,50
2026-03-02 09:55:00,1824.0,1824.1,1823.8,1824.1,654
2026-03-02 09:56:00,1824.1,1827.0,1823.4,1823.4,1614
2026-03-02 09:57:00,1823.4,1824.7,1823.0,1823.3,4747
2026-03-02 09:58:00,1823.3,1826.7,1823.0,1825.2,3165
2026-03-02 09:59:00,1825.2,1828.2,1823.6,1827.9,2382
2026-03-02 10:00:00,1827.8,1827.8,1823.3,1823.3,362
2026-03-02 10:01:00,1824.1,1825.9,1824.0,1825.7,224
2026-03-02 10:02:00,1825.7,1825.7,1823.0,1823.8,523
